ms_subclass,lot_frontage,lot_area,lot_shape,land_contour,lot_config,land_slope,neighborhood,condition_1,bldg_type,house_style,roof_style,mas_vnr_area,exter_qual,foundation,central_air,bedroom_abvgr,kitchen,kitchen_qual,garage_cars,garage_cond,paved_drive,yr_sold,saleprice,total_bath,total_sf,porch_sf,has_porch,has_2fl,has_fireplace,has_extrms
60,60.0,8238,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,Gable,0.0,TA,PConc,Y,3,1,TA,2.0,TA,Y,2006,183500,3.5,2338.0,493,1,1,0,1
80,75.0,6000,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,1Fam,SLvl,Hip,0.0,Fa,CBlock,Y,3,1,TA,1.0,TA,Y,2008,126000,1.5,2280.0,280,1,1,0,1
120,24.0,2529,Reg,Lvl,Inside,Gtl,NPkVill,Norm,Twnhs,1Story,Gable,0.0,TA,CBlock,Y,2,1,TA,2.0,TA,Y,2008,148500,2.0,2110.0,38,1,0,0,0
60,60.0,10800,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,2Story,Gable,0.0,TA,BrkTil,Y,4,1,Gd,2.0,TA,Y,2009,149000,2.5,2028.0,315,1,1,0,1
160,24.0,2349,Reg,Lvl,Inside,Gtl,NPkVill,Norm,Twnhs,2Story,Gable,0.0,TA,CBlock,Y,3,1,TA,2.0,TA,Y,2009,137900,2.5,2311.0,28,1,1,0,1
120,32.0,10846,IR1,Lvl,CulDSac,Gtl,Veenker,Norm,TwnhsE,1Story,Gable,0.0,Gd,PConc,Y,1,1,Gd,2.0,TA,Y,2008,324000,3.5,3438.0,152,1,0,1,1
30,67.0,5604,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1Story,Gable,0.0,TA,CBlock,N,2,1,TA,0.0,TA,Y,2008,98000,2.0,1728.0,96,1,0,0,1
160,21.0,1680,Reg,Lvl,Inside,Gtl,BrDale,Norm,Twnhs,2Story,Gable,359.0,TA,CBlock,Y,2,1,TA,1.0,TA,Y,2008,103400,2.0,1470.0,52,1,1,0,1
50,54.0,6342,Reg,Lvl,Inside,Gtl,Sawyer,Feedr,1Fam,1.5Fin,Gable,0.0,TA,CBlock,N,2,1,TA,0.0,TA,N,2010,94000,1.0,1800.0,176,1,1,0,1
120,34.0,4590,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Twnhs,1Story,Gable,108.0,Gd,PConc,Y,2,1,Gd,2.0,TA,Y,2007,209500,2.0,3108.0,229,1,0,0,1
60,60.0,18062,IR1,HLS,CulDSac,Gtl,StoneBr,Norm,1Fam,2Story,Hip,662.0,Ex,PConc,Y,5,1,Ex,3.0,TA,Y,2006,545224,3.5,4918.0,238,1,1,0,1
70,60.0,12900,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,2Story,Gable,0.0,Gd,PConc,Y,3,1,Gd,0.0,TA,N,2010,159900,1.5,2340.0,512,1,1,0,1
20,140.0,19138,Reg,Lvl,Corner,Gtl,Gilbert,Norm,1Fam,1Story,Gable,0.0,TA,CBlock,Y,2,1,TA,2.0,TA,Y,2010,141000,1.0,1728.0,0,0,0,0,0
60,69.0,8658,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,Gable,0.0,TA,PConc,Y,3,1,TA,2.0,TA,Y,2006,215000,2.5,2871.0,0,0,1,0,1
20,69.0,6897,IR1,Lvl,Corner,Gtl,Sawyer,Norm,1Fam,1Story,Gable,0.0,TA,CBlock,Y,3,1,TA,1.0,TA,Y,2010,127000,2.5,2080.0,104,1,0,0,1
20,75.0,9525,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1Story,Gable,0.0,TA,CBlock,Y,3,1,TA,1.0,TA,Y,2010,128000,2.0,2344.0,240,1,0,0,0
20,57.0,12853,IR1,Lvl,Inside,Gtl,Somerst,Norm,1Fam,1Story,Gable,0.0,Gd,PConc,Y,1,1,Gd,3.0,TA,Y,2010,267916,2.5,3060.0,576,1,0,0,1
50,52.0,6240,Reg,Lvl,Inside,Gtl,BrkSide,Norm,1Fam,1.5Fin,Gable,0.0,TA,BrkTil,Y,3,1,TA,1.0,TA,Y,2007,127500,1.0,2251.0,120,1,1,0,1
20,78.0,12090,IR1,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,1Story,Gable,210.0,TA,CBlock,Y,3,1,Gd,2.0,TA,Y,2008,175500,2.0,2844.0,276,1,0,0,1
60,69.0,8826,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,Gable,144.0,Gd,PConc,Y,3,1,Gd,2.0,TA,Y,2007,217500,3.5,2827.0,289,1,1,0,1
50,57.0,8094,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1.5Fin,Gable,0.0,TA,CBlock,Y,4,1,TA,2.0,TA,Y,2010,149500,1.5,2850.0,524,1,1,0,1
20,69.0,10710,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,Hip,165.0,Gd,PConc,Y,3,1,TA,2.0,TA,Y,2009,148800,1.5,1984.0,162,1,0,0,0
60,85.0,16056,IR1,Lvl,Inside,Gtl,StoneBr,Norm,1Fam,2Story,Hip,208.0,Gd,PConc,Y,4,1,Ex,3.0,TA,Y,2006,556581,3.5,4860.0,322,1,1,0,1
20,70.0,8400,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,Hip,0.0,TA,CBlock,Y,3,1,TA,2.0,TA,Y,2009,156500,2.5,2956.0,330,1,0,1,1
60,90.0,11250,Reg,Lvl,Corner,Gtl,CollgCr,Norm,1Fam,2Story,Gable,0.0,Gd,PConc,Y,4,1,Gd,2.0,TA,Y,2006,237000,3.5,2925.0,445,1,1,0,1
20,70.0,7535,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,Gable,0.0,TA,CBlock,Y,2,1,TA,1.0,TA,Y,2007,120000,1.5,1824.0,297,1,0,0,1
20,88.0,12216,IR1,Lvl,Corner,Gtl,Gilbert,Norm,1Fam,1Story,Gable,0.0,TA,PConc,Y,3,1,Gd,2.0,TA,Y,2007,203000,3.0,2652.0,143,1,0,0,1
120,30.0,3701,IR1,Lvl,Inside,Gtl,StoneBr,Norm,TwnhsE,1Story,Gable,0.0,TA,CBlock,Y,2,1,TA,2.0,TA,Y,2006,130000,2.0,2395.0,190,1,0,0,1
60,80.0,9760,Reg,Lvl,Inside,Mod,NAmes,Norm,1Fam,2Story,Gable,360.0,TA,CBlock,Y,4,1,TA,2.0,TA,Y,2008,167900,2.5,2391.0,645,1,1,0,1
190,60.0,9873,Reg,Lvl,Inside,Gtl,BrkSide,RRAn,2fmCon,1Story,Gable,160.0,TA,CBlock,N,3,1,TA,2.0,TA,Y,2006,129000,2.0,1920.0,288,1,0,0,1
20,72.0,10011,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,Gable,64.0,TA,CBlock,Y,2,1,Gd,1.0,TA,Y,2006,134450,1.5,2306.0,0,0,0,0,1
30,69.0,25339,Reg,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,1Story,Gable,0.0,TA,BrkTil,Y,3,1,Gd,2.0,TA,N,2007,112000,2.0,2232.0,112,1,0,0,1
60,69.0,8883,IR1,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,2Story,Gable,360.0,Gd,PConc,Y,3,1,Gd,2.0,TA,Y,2007,207000,3.5,2802.0,300,1,1,0,1
90,50.0,3000,Reg,Bnk,Inside,Gtl,OldTown,Norm,Duplex,2Story,Hip,0.0,TA,BrkTil,N,4,2,TA,0.0,TA,Y,2009,62500,2.0,3168.0,56,1,1,0,1
160,36.0,2448,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Twnhs,2Story,Gable,106.0,Gd,PConc,Y,2,1,Gd,2.0,TA,Y,2008,154000,3.5,2390.0,27,1,1,0,1
20,73.0,7100,IR1,Lvl,Corner,Gtl,NAmes,Norm,1Fam,1Story,Gable,0.0,TA,CBlock,Y,2,1,TA,1.0,TA,Y,2006,129900,2.0,1632.0,0,0,0,0,1
160,36.0,2592,Reg,Lvl,Inside,Gtl,MeadowV,Norm,TwnhsE,2Story,Gable,0.0,TA,CBlock,Y,3,1,TA,1.0,TA,Y,2010,85000,1.5,1648.0,182,1,1,0,0
50,69.0,5700,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1.5Fin,Gable,0.0,TA,PConc,Y,2,1,TA,1.0,TA,Y,2008,116900,1.0,1683.0,176,1,1,0,1
160,24.0,2289,Reg,Lvl,Inside,Gtl,NPkVill,Norm,Twnhs,2Story,Gable,0.0,TA,CBlock,Y,3,1,TA,2.0,TA,Y,2009,148500,2.5,2296.0,28,1,1,0,1
190,60.0,12180,Reg,Lvl,Inside,Gtl,Edwards,Norm,2fmCon,1.5Fin,Gable,0.0,TA,BrkTil,N,2,1,Fa,1.0,TA,Y,2010,80000,2.0,1596.0,0,0,1,0,1
85,69.0,7400,IR1,Lvl,CulDSac,Gtl,Sawyer,Norm,1Fam,SFoyer,Gable,0.0,TA,PConc,Y,2,1,TA,2.0,TA,Y,2008,152000,2.0,2186.0,178,1,0,0,1
20,68.0,8842,Reg,Lvl,Corner,Gtl,Edwards,Norm,1Fam,1Story,Gable,0.0,TA,CBlock,Y,3,1,TA,1.0,TA,Y,2010,155891,1.0,1373.0,116,1,0,0,1
50,60.0,8850,Reg,Bnk,Inside,Gtl,BrkSide,Norm,1Fam,1.5Fin,Gable,0.0,TA,PConc,Y,3,1,Gd,2.0,TA,P,2007,165000,1.0,2144.0,198,1,1,0,1
20,92.0,9215,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,1Story,Hip,0.0,Gd,PConc,Y,2,1,Gd,2.0,TA,Y,2010,204500,2.0,2436.0,136,1,0,0,0
70,79.0,9480,Reg,Lvl,Inside,Gtl,NAmes,Artery,1Fam,2Story,Gable,224.0,TA,CBlock,Y,3,1,Gd,1.0,TA,Y,2007,146500,1.5,2372.0,168,1,1,1,1
20,82.0,11880,IR1,Lvl,Inside,Gtl,NWAmes,RRAn,1Fam,1Story,Gable,206.0,TA,CBlock,Y,3,1,TA,2.0,TA,Y,2009,157000,2.0,2872.0,0,0,0,0,1
70,60.0,10800,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,2Story,Gable,0.0,TA,BrkTil,Y,5,1,TA,2.0,Fa,Y,2008,184000,2.0,3808.0,299,1,1,0,1
60,69.0,7861,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,Gable,0.0,Gd,PConc,Y,3,1,Gd,2.0,TA,Y,2006,183200,3.5,2292.0,175,1,1,0,1
20,69.0,11616,Reg,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,1Story,Gable,116.0,TA,CBlock,Y,3,1,TA,1.0,TA,Y,2009,139000,1.5,2184.0,164,1,0,0,1
60,96.0,10542,Reg,Lvl,Inside,Gtl,NoRidge,Norm,1Fam,2Story,Hip,651.0,Gd,PConc,Y,3,1,Gd,3.0,TA,Y,2008,341000,3.5,3729.0,620,1,1,0,1
160,21.0,1680,Reg,Lvl,Inside,Gtl,BrDale,Norm,Twnhs,2Story,Gable,504.0,TA,CBlock,Y,2,1,TA,1.0,TA,Y,2010,96000,1.5,1470.0,275,1,1,0,1
20,80.0,8546,Reg,Lvl,Corner,Gtl,Edwards,Norm,1Fam,1Story,Gable,0.0,TA,PConc,Y,2,1,TA,2.0,TA,Y,2010,140000,2.0,2242.0,196,1,0,0,1
20,90.0,7407,Reg,Lvl,Inside,Gtl,OldTown,Artery,1Fam,1Story,Gable,0.0,TA,CBlock,Y,2,1,TA,2.0,TA,Y,2010,149700,2.0,2148.0,316,1,0,0,1
20,78.0,10140,Reg,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,1Story,Gable,0.0,TA,CBlock,Y,3,1,TA,2.0,TA,Y,2006,153500,2.5,2130.0,88,1,0,0,1
60,65.0,8158,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,Gable,252.0,Gd,PConc,Y,3,1,Gd,2.0,TA,Y,2008,224900,3.5,2652.0,63,1,1,0,1
20,62.0,7500,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,1Story,Gable,0.0,Gd,PConc,Y,3,1,Gd,2.0,TA,Y,2006,176000,2.0,2523.0,182,1,0,0,1
50,85.0,10678,Reg,Lvl,Inside,Gtl,NoRidge,Norm,1Fam,1.5Fin,Hip,337.0,Gd,PConc,Y,4,1,Gd,2.0,TA,Y,2007,285000,2.5,4555.0,33,1,1,0,1
20,49.0,15256,IR1,Lvl,CulDSac,Gtl,Somerst,RRAn,1Fam,1Story,Gable,84.0,Gd,PConc,Y,3,1,Gd,3.0,TA,Y,2007,282922,3.0,2949.0,328,1,0,0,1
60,88.0,14200,Reg,Lvl,Corner,Gtl,NAmes,Norm,1Fam,2Story,Gable,309.0,TA,CBlock,Y,4,1,Gd,2.0,TA,Y,2006,226000,2.5,3081.0,171,1,1,1,1
60,82.0,12438,IR1,Lvl,Inside,Gtl,StoneBr,Norm,1Fam,2Story,Hip,466.0,Ex,PConc,Y,4,1,Ex,3.0,TA,Y,2006,361919,2.5,3810.0,424,1,1,0,1
60,59.0,16023,IR1,HLS,CulDSac,Gtl,StoneBr,Norm,1Fam,2Story,Hip,600.0,Gd,PConc,Y,3,1,Ex,3.0,TA,Y,2006,457347,4.5,4196.0,219,1,1,0,1
20,155.0,20064,IR1,Low,Inside,Sev,ClearCr,Norm,1Fam,1Story,Shed,0.0,Gd,CBlock,Y,0,1,Gd,2.0,TA,Y,2007,279000,2.5,2709.0,646,1,0,1,1
20,69.0,9819,IR1,Lvl,Inside,Mod,Mitchel,Norm,1Fam,1Story,Gable,0.0,TA,PConc,Y,2,1,Gd,2.0,TA,Y,2009,196000,3.0,3134.0,296,1,0,1,1
20,80.0,10400,Reg,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,1Story,Gable,189.0,TA,CBlock,Y,3,1,TA,2.0,TA,Y,2009,152000,2.0,2460.0,0,0,0,0,1
90,91.0,11643,Reg,Lvl,Inside,Gtl,NAmes,Artery,Duplex,2Story,Gable,368.0,TA,CBlock,Y,6,2,TA,4.0,TA,Y,2009,200000,4.5,3882.0,0,0,1,0,1
20,78.0,11645,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,Hip,198.0,Gd,PConc,Y,2,1,Ex,3.0,TA,Y,2006,294900,3.5,3160.0,256,1,0,0,1
20,61.0,7328,Reg,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,1Story,Gable,140.0,Gd,PConc,Y,2,1,Gd,3.0,TA,Y,2009,224243,2.0,2900.0,93,1,0,0,1
50,72.0,7822,Reg,Bnk,Corner,Gtl,Edwards,Artery,1Fam,1.5Fin,Gable,0.0,TA,BrkTil,Y,3,1,TA,2.0,TA,N,2006,92000,2.0,2170.0,208,1,1,0,1
60,65.0,9018,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,Hip,0.0,Gd,PConc,Y,3,1,Gd,2.0,TA,Y,2007,179540,2.5,2184.0,124,1,1,0,1
20,103.0,13472,Reg,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,1Story,Hip,922.0,Ex,PConc,Y,3,1,Ex,3.0,TA,Y,2009,386250,2.0,4784.0,353,1,0,0,1
180,69.0,1533,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Twnhs,SLvl,Gable,0.0,TA,CBlock,Y,2,1,TA,1.0,TA,Y,2007,106500,2.0,1522.0,209,1,1,0,0
60,85.0,11003,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,2Story,Gable,160.0,Ex,PConc,Y,3,1,Ex,3.0,TA,Y,2009,310000,3.5,3024.0,220,1,1,0,1
60,83.0,10790,Reg,Lvl,Inside,Gtl,NoRidge,Norm,1Fam,2Story,Gable,275.0,Gd,PConc,Y,4,1,Gd,3.0,TA,Y,2007,252000,2.5,3451.0,158,1,1,0,1
75,53.0,7128,Reg,Lvl,Inside,Gtl,Crawfor,Norm,1Fam,2.5Unf,Gable,0.0,TA,CBlock,Y,4,1,TA,1.0,TA,Y,2007,164000,2.0,2564.0,126,1,1,1,1
60,64.0,7713,Reg,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,Gable,16.0,Gd,PConc,Y,3,1,Gd,2.0,TA,Y,2007,177594,2.5,2184.0,124,1,1,0,1
50,52.0,6240,Reg,Lvl,Inside,Gtl,BrkSide,Norm,1Fam,1.5Fin,Gable,0.0,TA,CBlock,Y,2,1,TA,2.0,TA,P,2010,123900,1.0,1568.0,338,1,1,0,1
70,86.0,22420,IR1,Lvl,Inside,Gtl,Crawfor,Feedr,1Fam,2Story,Hip,0.0,TA,BrkTil,N,4,1,TA,3.0,TA,N,2007,239000,3.5,3994.0,0,0,1,0,1
20,85.0,15300,Reg,Bnk,Inside,Gtl,Mitchel,Norm,1Fam,1Story,Hip,0.0,TA,CBlock,Y,2,1,TA,2.0,TA,Y,2010,169000,2.0,2332.0,0,0,0,0,1
120,69.0,3196,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,TwnhsE,1Story,Gable,18.0,Gd,PConc,Y,2,1,Gd,2.0,TA,Y,2006,234000,2.0,2931.0,163,1,0,0,1
85,72.0,9360,Reg,Bnk,Inside,Gtl,Mitchel,Norm,1Fam,SFoyer,Gable,0.0,TA,CBlock,Y,2,1,TA,2.0,TA,Y,2009,173000,2.5,2244.0,461,1,0,1,1
20,69.0,11241,IR1,Lvl,CulDSac,Gtl,NAmes,Norm,1Fam,1Story,Gable,180.0,TA,CBlock,Y,2,1,TA,2.0,TA,Y,2010,149000,2.0,2008.0,0,0,0,0,1
20,81.0,9260,Reg,Lvl,Corner,Gtl,SawyerW,Norm,1Fam,1Story,Gable,0.0,Gd,PConc,Y,3,1,Gd,2.0,TA,Y,2008,170000,2.0,2324.0,32,1,0,0,1
20,90.0,7993,IR1,Lvl,Inside,Gtl,Somerst,Norm,1Fam,1Story,Gable,0.0,Gd,PConc,Y,3,1,Gd,2.0,TA,Y,2009,225000,2.0,2872.0,121,1,0,0,1
20,94.0,9239,Reg,Lvl,Inside,Gtl,Sawyer,Feedr,1Fam,1Story,Gable,0.0,TA,CBlock,Y,3,1,Gd,1.0,TA,Y,2008,144900,2.0,1920.0,168,1,0,0,1
20,60.0,10044,IR1,Low,CulDSac,Gtl,Edwards,Norm,1Fam,1Story,Gable,0.0,TA,CBlock,Y,3,1,TA,1.0,TA,Y,2010,144000,2.0,2392.0,425,1,0,0,1
120,43.0,3182,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,TwnhsE,1Story,Gable,16.0,Gd,PConc,Y,2,1,Gd,2.0,TA,Y,2010,192000,2.0,2525.0,310,1,0,0,1
20,60.0,7626,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,Hip,0.0,Gd,CBlock,Y,2,1,Gd,1.0,TA,Y,2009,145500,2.0,2062.0,0,0,0,0,1
50,60.0,7008,Reg,Lvl,Corner,Gtl,OldTown,Norm,1Fam,1.5Fin,Gable,0.0,TA,BrkTil,Y,1,1,Fa,1.0,TA,Y,2006,86900,1.0,1168.0,70,1,1,0,1
20,128.0,12160,Reg,Lvl,Inside,Gtl,NAmes,Feedr,1Fam,1Story,Hip,90.0,TA,CBlock,Y,2,1,TA,2.0,TA,Y,2009,149500,2.0,3010.0,162,1,0,0,1
30,50.0,6305,Reg,Bnk,Inside,Gtl,Crawfor,Norm,1Fam,1Story,Gable,0.0,TA,PConc,Y,2,1,Fa,1.0,TA,Y,2007,119750,1.0,1874.0,0,0,0,0,1
60,68.0,8846,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,Gable,0.0,TA,PConc,Y,3,1,Gd,2.0,TA,Y,2006,173900,2.5,2250.0,35,1,1,0,1
20,69.0,10659,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,Hip,0.0,TA,CBlock,Y,3,1,TA,1.0,TA,Y,2006,136500,2.0,2100.0,319,1,0,0,1
160,68.0,13108,IR1,Lvl,Inside,Gtl,StoneBr,Norm,1Fam,2Story,Gable,0.0,Gd,PConc,Y,4,1,Gd,2.0,TA,Y,2006,270000,2.5,4749.0,180,1,1,0,1
20,69.0,13500,Reg,Lvl,Inside,Gtl,ClearCr,Norm,1Fam,1Story,Flat,0.0,TA,CBlock,Y,1,1,TA,2.0,TA,Y,2008,235000,2.0,2854.0,409,1,0,0,1
80,62.0,7750,Reg,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,SLvl,Gable,0.0,TA,PConc,Y,3,1,TA,2.0,TA,Y,2009,156000,2.5,1814.0,0,0,1,0,1
20,60.0,12450,Reg,Lvl,Inside,Gtl,SawyerW,RRAe,1Fam,1Story,Gable,0.0,TA,PConc,Y,3,1,Gd,2.0,TA,Y,2009,153000,3.0,2228.0,42,1,0,0,1
120,69.0,4500,Reg,Lvl,FR2,Gtl,Mitchel,Norm,TwnhsE,1Story,Hip,425.0,TA,PConc,Y,2,1,TA,2.0,TA,Y,2009,165000,3.0,2448.0,304,1,0,0,1
60,77.0,11198,IR1,Lvl,Inside,Gtl,StoneBr,Norm,1Fam,2Story,Hip,245.0,Gd,PConc,Y,4,1,Ex,3.0,TA,Y,2008,325000,2.5,3626.0,183,1,1,0,1
190,79.0,6221,IR1,Lvl,Inside,Gtl,Crawfor,Norm,2fmCon,1.5Fin,Gable,0.0,TA,CBlock,Y,3,1,TA,2.0,TA,Y,2007,140000,2.0,2083.0,144,1,1,0,0
80,120.0,13200,Reg,Lvl,Corner,Gtl,IDOTRR,Norm,1Fam,SLvl,Gable,234.0,TA,CBlock,Y,5,1,TA,2.0,TA,Y,2007,202500,3.0,3035.0,110,1,1,0,1
120,65.0,8769,Reg,Lvl,Corner,Gtl,NridgHt,Norm,TwnhsE,1Story,Hip,766.0,Ex,PConc,Y,1,1,Ex,3.0,TA,Y,2008,367294,2.5,3404.0,296,1,0,0,1
80,85.0,10200,Reg,Lvl,Inside,Gtl,Timber,Norm,1Fam,SLvl,Gable,219.0,Gd,CBlock,Y,3,1,Gd,2.0,TA,Y,2008,175000,3.0,2970.0,224,1,0,0,0
70,60.0,9550,IR1,Lvl,Corner,Gtl,Crawfor,Norm,1Fam,2Story,Gable,0.0,TA,BrkTil,Y,3,1,Gd,3.0,TA,Y,2006,140000,2.0,2473.0,307,1,1,0,1
20,42.0,10331,Reg,Lvl,CulDSac,Gtl,Timber,Norm,1Fam,1Story,Gable,0.0,TA,CBlock,Y,3,1,Gd,2.0,TA,Y,2007,174000,2.5,2505.0,232,1,0,0,1
80,59.0,9587,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,SLvl,Gable,182.0,Gd,PConc,Y,2,1,Gd,2.0,TA,Y,2008,190000,3.0,2022.0,212,1,0,0,1
70,90.0,9900,Reg,Lvl,Corner,Gtl,OldTown,Norm,1Fam,2Story,Gable,0.0,Gd,CBlock,Y,3,1,TA,0.0,TA,N,2009,129000,2.0,1968.0,176,1,1,0,1
20,69.0,22002,Reg,Lvl,Corner,Gtl,NAmes,Norm,1Fam,1Story,Gable,136.0,TA,CBlock,Y,3,1,Gd,2.0,TA,Y,2007,200000,2.5,3244.0,201,1,0,0,1
60,100.0,13000,Reg,Lvl,Corner,Gtl,NAmes,Norm,1Fam,2Story,Gable,576.0,TA,CBlock,Y,4,1,Gd,1.0,TA,Y,2009,193500,2.5,3038.0,324,1,1,0,1
20,75.0,8250,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,Hip,260.0,TA,CBlock,Y,3,1,TA,2.0,Gd,Y,2008,145000,2.0,2184.0,0,0,0,0,1
50,81.0,8170,IR1,Lvl,Inside,Gtl,Crawfor,Norm,1Fam,1.5Fin,Gable,270.0,Gd,BrkTil,Y,4,1,TA,2.0,TA,Y,2006,218000,2.0,2693.0,0,0,1,0,1
20,89.0,10858,Reg,Lvl,Corner,Gtl,NAmes,Feedr,1Fam,1Story,Gable,150.0,TA,CBlock,Y,2,1,TA,1.0,TA,Y,2006,146500,2.0,3068.0,364,1,0,0,1
120,61.0,7577,IR1,Lvl,Corner,Gtl,NridgHt,Norm,TwnhsE,1Story,Gable,256.0,Gd,PConc,Y,2,1,Gd,2.0,TA,Y,2007,194700,2.0,2724.0,220,1,0,0,1
20,62.0,7500,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,1Story,Gable,210.0,Gd,PConc,Y,2,1,Gd,2.0,TA,Y,2008,230348,3.0,2436.0,336,1,0,0,1
30,51.0,6120,Reg,Lvl,Inside,Gtl,OldTown,Artery,1Fam,1Story,Gable,0.0,TA,BrkTil,Y,2,1,TA,1.0,TA,Y,2010,109500,2.0,2192.0,128,1,0,0,1
20,69.0,23580,IR1,Lvl,Inside,Mod,Mitchel,Norm,1Fam,1Story,Gable,0.0,TA,CBlock,Y,3,1,Fa,2.0,TA,Y,2006,242500,2.5,3250.0,164,1,0,0,1
160,44.0,5306,IR1,Lvl,Inside,Gtl,StoneBr,Norm,TwnhsE,2Story,Gable,0.0,Gd,PConc,Y,2,1,Gd,2.0,TA,Y,2006,239000,3.0,2831.0,476,1,1,0,1
20,70.0,8092,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,Hip,176.0,TA,CBlock,Y,3,1,Gd,1.0,TA,Y,2006,156000,2.0,2100.0,0,0,0,0,1
20,77.0,8593,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,Hip,0.0,TA,CBlock,Y,3,1,TA,1.0,TA,Y,2008,109008,1.0,1814.0,0,0,0,0,0
60,69.0,11929,IR1,Lvl,CulDSac,Gtl,NoRidge,Norm,1Fam,2Story,Gable,466.0,Gd,PConc,Y,4,1,Gd,3.0,TA,Y,2008,290000,2.5,3743.0,279,1,1,0,1
20,90.0,9900,Reg,Lvl,Corner,Gtl,NAmes,Norm,1Fam,1Story,Hip,0.0,TA,PConc,Y,3,1,TA,2.0,TA,Y,2010,159000,2.0,2418.0,120,1,0,0,1
70,50.0,4882,IR1,Bnk,Inside,Mod,BrkSide,RRAn,1Fam,2Story,Gable,0.0,TA,PConc,Y,2,1,TA,1.0,TA,Y,2008,87000,1.0,1254.0,0,0,1,0,1
20,69.0,11423,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,Gable,479.0,Gd,PConc,Y,3,1,Gd,2.0,TA,Y,2010,272000,3.0,3182.0,180,1,0,0,1
20,65.0,8772,Reg,Lvl,FR2,Gtl,CollgCr,Norm,1Fam,1Story,Gable,0.0,Gd,PConc,Y,3,1,Gd,2.0,TA,Y,2006,198000,3.0,2672.0,179,1,0,0,1
50,63.0,7628,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1.5Fin,Gable,0.0,TA,BrkTil,Y,2,1,TA,2.0,TA,Y,2008,119164,2.0,2457.0,187,1,1,0,1
60,71.0,8220,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,Gable,647.0,Gd,PConc,Y,3,1,TA,2.0,TA,Y,2008,226750,2.5,2874.0,108,1,1,0,1
190,107.0,10615,IR1,Bnk,Corner,Mod,OldTown,Artery,2fmCon,2Story,Gable,0.0,TA,CBlock,Y,3,2,TA,2.0,Fa,Y,2009,95000,3.0,2677.0,74,1,1,0,1
50,50.0,6000,Reg,Lvl,Inside,Gtl,BrkSide,Norm,1Fam,1.5Fin,Gable,0.0,TA,CBlock,Y,3,1,TA,1.0,TA,P,2010,139900,1.5,2196.0,269,1,1,0,1
30,55.0,5350,IR1,Lvl,Inside,Gtl,BrkSide,Norm,1Fam,1Story,Gable,0.0,TA,CBlock,Y,3,1,Fa,0.0,TA,Y,2010,76500,1.0,2034.0,263,1,0,0,1
